Alfa, Beta, Gamma, Alfa Rate, Beta Rate, Gamma Rate
-2.3158863,89.787796,173.7436,-0.045359135,-0.06866455,-1.5106201,
-2.3303945,89.79583,173.97165,-0.32389164,-0.15640259,-3.2043457,
-2.3312197,89.799545,174.06429,-0.011920929,-0.13542175,-3.15094,
-2.3232176,89.80676,174.21495,-0.22143126,-0.1296997,-2.58255,
-2.328563,89.79264,173.88922,0.11688471,0.33950806,7.9421997,
-2.3241682,89.77349,173.42044,-0.022947788,0.31089783,7.900238,
-2.324435,89.77696,173.50809,-0.022947788,0.31089783,7.900238,
-2.3279042,89.79178,173.87679,0.19693375,0.019073486,0.061035156,
-2.3112257,89.79337,173.87155,-0.052273273,0.1411438,3.4561157,
-2.3205845,89.80024,174.06036,0.29224157,0.10681152,2.105713,
-2.3405945,89.80438,174.20679,0.29224157,0.10681152,2.105713,
-2.3519995,89.8016,174.17773,0.29224157,0.10681152,2.105713,
-2.3481565,89.8042,174.23221,0.034213066,-0.05722046,-1.3618469,
-2.3380911,89.79875,174.06982,0.034213066,-0.05722046,-1.3618469,
-2.3232734,89.79958,174.05705,0.20205975,-0.23841858,-6.389618,
-2.3220131,89.806404,174.2206,0.20205975,-0.23841858,-6.389618,
-2.3250523,89.79498,173.93604,-0.058174133,-0.333786,-7.8315735,
-2.3332696,89.78045,173.60788,0.18948317,0.10108948,1.8615723,
-2.3169055,89.788155,173.7417,0.18948317,0.10108948,1.8615723,
-2.3153815,89.78813,173.74222,-0.14287233,-0.102996826,-2.1781921,
-2.3162668,89.79017,173.79492,-0.14287233,-0.102996826,-2.1781921,
-2.323556,89.793915,173.906,-0.14287233,-0.102996826,-2.1781921,
-2.33771,89.789665,173.84096,0.12397766,0.2708435,6.164551,
-2.3355646,89.78629,173.75351,-0.10961294,0.076293945,2.1820068,
-2.3583272,89.77029,173.44157,0.24557114,0.41389465,9.056091,
-2.346663,89.78666,173.80556,-0.0062584877,0.091552734,2.2087097,
-2.3406951,89.784485,173.72531,0.10842085,0.12588501,2.6397705,
-2.3533206,89.80075,174.14357,0.10842085,0.12588501,2.6397705,
-2.3411384,89.80267,174.15726,0.10842085,0.12588501,2.6397705,
-2.349521,89.802155,174.15884,-0.14787912,0.022888184,0.8659363,
-2.3522384,89.779015,173.64073,-0.48071146,0.019073486,1.8882751,
-2.3422506,89.78004,173.63406,0.210464,0.11062622,2.319336,
-2.3372416,89.78273,173.68518,-0.10818243,-0.1296997,-2.784729,
-2.3421314,89.79194,173.9128,-0.10818243,-0.1296997,-2.784729,
-2.342527,89.796455,174.02193,-0.10818243,-0.1296997,-2.784729,
-2.3273199,89.77354,173.43776,-0.10818243,-0.1296997,-2.784729,
-2.3260543,89.77261,173.41266,0.121831894,0.049591064,0.9994507,
-2.326047,89.78356,173.67401,0.121831894,0.049591064,0.9994507,
-2.3267157,89.785545,173.71974,-0.2374649,0.120162964,3.7956238,
-2.3296428,89.78212,173.64352,-0.3593564,0.3376007,9.407043,
-2.3402507,89.80137,174.14124,-0.27513504,0.2632141,7.0533752,
-2.3223383,89.794716,173.93225,0.26655197,-0.01335144,-1.0299683,
-2.3358378,89.76901,173.33684,0.12409687,0.25558472,6.111145,
-2.3366206,89.79724,174.02873,0.12409687,0.25558472,6.111145,
-2.327457,89.77422,173.50073,0.12409687,0.25558472,6.111145,
-2.3131049,89.77968,173.58232,0.12409687,0.25558472,6.111145,
-2.3193846,89.78325,173.68677,0.12409687,0.25558472,6.111145,
-2.3388228,89.78046,172.98378,-0.26875734,0.118255615,4.2648315,
-2.3420517,89.77287,172.89854,-0.26875734,0.118255615,4.2648315,
-2.3155646,89.76747,173.24094,0.2450943,0.05340576,0.5989075,
-2.3089418,89.78386,173.66164,0.45740604,-0.13923645,-4.8217773,
-2.3123264,89.78534,173.68716,0.45740604,-0.13923645,-4.8217773,
-2.3246183,89.80032,174.06447,-0.30875206,-0.04005432,-0.4234314,
-2.3460672,89.79821,174.08643,0.4721284,-0.12207031,-4.142761,
-2.3378077,89.80317,174.18022,0.37914515,-0.2822876,-7.953644,
-2.3208199,89.77144,173.345,0.24521351,-0.005722046,-0.78582764,
-2.3301008,89.77389,173.42825,-0.4518628,-0.08201599,-0.5378723,
-2.3367236,89.77961,173.59834,0.17547607,-0.40626526,-10.185242,
-2.3425322,89.76944,173.36522,0.17547607,-0.40626526,-10.185242,
-2.3518765,89.76559,173.30089,-0.22023916,0.18501282,4.634857,
-2.3465028,89.761635,173.19759,-0.22023916,0.18501282,4.634857,
-2.3262396,89.76876,173.35321,0.24527311,0.22888184,5.0811768,
-2.3431942,89.76096,173.20026,0.053346157,0.23841858,5.4740906,
-2.357638,89.76091,173.24246,-0.041902065,-0.01335144,-0.22888184,
-2.355991,89.76585,173.35257,-0.041902065,-0.01335144,-0.22888184,
-2.3404925,89.791626,173.90588,0.0032782555,0.15258789,3.643036,
-2.3242903,89.79958,174.05803,0.1206398,-0.14686584,-4.180908,
-2.3273346,89.79474,173.94427,-0.11342764,-0.038146973,-0.5226135,
-2.327953,89.78873,173.80136,-0.11342764,-0.038146973,-0.5226135,
-2.3141415,89.788536,166.22731,0.8673072,-0.2746582,-9.189606,
-2.2643287,89.81187,144.47862,0.8673072,-0.2746582,-9.189606,
-2.276785,89.78675,147.9184,0.8673072,-0.2746582,-9.189606,
-2.2811146,89.78233,151.22163,0.05567074,0.29945374,29.651642,
-2.2835178,89.78084,157.8255,-0.22572279,-0.13923645,15.571594,
-2.3111064,89.769135,167.8942,-0.055491924,0.37193298,16.63208,
-2.3385205,89.76398,169.84612,-0.26756525,-0.038146973,3.6849976,
-2.327139,89.77207,171.07716,-0.26756525,-0.038146973,3.6849976,
-2.3331194,89.77604,171.84877,-0.159204,-0.047683716,0.89645386,
-2.3205538,89.78825,172.94048,-0.159204,-0.047683716,0.89645386,
-2.3243287,89.78645,173.10916,0.117242336,-0.23841858,-5.4893494,
-2.3130662,89.77714,173.0316,-0.071525574,-0.009536743,0.5226135,
-2.311377,89.78221,173.2166,-0.07736683,-0.28800964,-6.3438416,
-2.3182719,89.779335,173.29984,-0.07736683,-0.28800964,-6.3438416,
-2.3322806,89.78451,173.49951,-0.16862154,-0.25558472,-5.153656,
-2.322185,89.78622,173.53844,-0.16862154,-0.25558472,-5.153656,
-2.3233447,89.76093,173.05103,-0.15813112,-0.08201599,-1.499176,
-2.3188288,89.794464,173.8929,-0.21350384,-0.05531311,-0.34713745,
-2.3248746,89.7956,173.9388,-0.21350384,-0.05531311,-0.34713745,
-2.3280232,89.78852,173.78511,-0.21350384,-0.05531311,-0.34713745,
-2.3212779,89.7837,173.65295,-0.054836273,0.4043579,10.219574,
-2.3325393,89.79871,174.03456,-0.054836273,0.4043579,10.219574,
-2.3224533,89.793335,173.89563,0.23686886,-0.062942505,-2.4261475,
-2.3419516,89.770805,173.39908,-0.09292364,-0.18119812,-3.944397,
-2.3402536,89.765175,173.25525,-0.09292364,-0.18119812,-3.944397,
-2.341057,89.79282,173.92032,-0.09292364,-0.18119812,-3.944397,
-2.3298173,89.78402,173.67177,0.05376339,0.31661987,7.5187683,
-2.3213944,89.77503,173.42601,0.05376339,0.31661987,7.5187683,
-2.3305764,89.78649,173.72919,0.05376339,0.31661987,7.5187683,
-2.335559,89.78485,173.70415,0.05376339,0.31661987,7.5187683,
-2.3217561,89.79809,173.996,-0.021219254,0.15449524,3.7269592,
-2.3278112,89.79925,174.05336,-0.021219254,0.15449524,3.7269592,
-2.3257365,89.80792,174.25674,-0.021219254,0.15449524,3.7269592,
-2.3367772,89.797035,174.02109,-0.13875961,-0.06484985,-1.2054443,
-2.3192537,89.795586,173.9287,0.17678738,0.089645386,1.8806458,
-2.317383,89.79149,173.82545,-0.47183037,0.10108948,3.7269592,
-2.3149452,89.7936,173.87032,-0.47183037,0.10108948,3.7269592,
-2.3232696,89.780685,173.5811,-0.08249283,-0.089645386,-1.82724,
-2.3212078,89.75973,173.06612,-0.033438206,0.019073486,0.5989075,
-2.3199008,89.760284,173.07236,0.089108944,0.0667572,1.3694763,
-2.3148155,89.761475,173.0903,-0.36752224,0.29563904,8.060455,
-2.3393557,89.76906,173.3439,0.060617924,0.12588501,3.0097961,
-2.3233256,89.77398,173.42113,0.060617924,0.12588501,3.0097961,
-2.323385,89.7726,173.39172,0.060617924,0.12588501,3.0097961,
-2.2961273,89.76614,173.1486,0.18405914,-0.289917,-7.4768066,
-2.3090155,89.767006,173.20209,0.18405914,-0.289917,-7.4768066,
-2.3430948,89.75884,173.1044,-0.10633469,0.04386902,1.4343262,
-2.3424978,89.76035,173.14452,-0.10633469,0.04386902,1.4343262,
-2.336768,89.76157,173.15564,-0.10633469,0.04386902,1.4343262,
-2.3294418,89.76254,173.16415,0.37264824,-0.38146973,-10.837555,
-2.3350513,89.76311,173.1835,0.3414154,-0.0019073486,-1.0070801,
-2.3293226,89.76692,173.25769,0.01859665,0.0019073486,0.0076293945,
-2.348448,89.776634,173.54227,0.15980005,-0.17547607,-5.04303,
-2.350324,89.77953,173.61601,0.15980005,-0.17547607,-5.04303,
-2.337067,89.78379,173.69078,-0.21904707,-0.08583069,-1.4648438,
-2.330509,89.775955,173.48354,-0.21904707,-0.08583069,-1.4648438,
-2.3375893,89.77335,173.4401,-0.21904707,-0.08583069,-1.4648438,
-2.339394,89.76494,173.2516,-0.093877316,-0.045776367,-0.8354187,
-2.3400807,89.77258,173.4365,0.16707182,0.20217896,4.7035217,
-2.3360858,89.78161,173.64806,0.169456,-0.030517578,-1.3656616,
-2.3262818,89.785965,173.7302,-0.016152859,-0.059127808,-1.3542175,
-2.3234828,89.77415,173.4344,0.19103289,-0.12397766,-3.6354065,
-2.3141475,89.764435,173.17287,0.19103289,-0.12397766,-3.6354065,
-2.3256032,89.773544,173.39687,-0.100016594,0.09727478,2.6016235,
-2.3391516,89.77527,173.49292,0.39744377,-0.019073486,-1.2931824,
-2.338621,89.77674,173.53099,-0.18388033,0.13160706,3.5324097,
-2.3348045,89.7599,173.11668,-0.09483099,0.20217896,5.050659,
-2.3410635,89.75717,173.07277,-0.09483099,0.20217896,5.050659,
-2.3464007,89.76396,173.25238,-0.09483099,0.20217896,5.050659,
-2.352277,89.77396,173.50368,0.2669096,-0.35095215,-8.930206,
-2.3118274,89.756805,172.97304,-0.18644333,-0.04386902,-0.51498413,
-2.311212,89.76936,173.28596,-0.18644333,-0.04386902,-0.51498413,
-2.2837749,89.76425,173.06635,-0.040233135,-0.2040863,-4.7340393,
-2.2968383,89.77517,173.37086,-0.01859665,0.051498413,1.3198853,
-2.3211956,89.75933,173.0574,0.22178888,-0.15449524,-4.1923523,
-2.3065472,89.77055,173.28908,-0.07402897,0.05531311,1.5068054,
-2.3039715,89.77058,173.27638,-0.07402897,0.05531311,1.5068054,
-2.3138087,89.77121,173.32053,-0.07402897,0.05531311,1.5068054,
-2.3223238,89.76493,173.19226,-0.07402897,0.05531311,1.5068054,
-2.318335,89.777725,173.50366,-0.07402897,0.05531311,1.5068054,
-2.3082032,89.76928,173.26556,-0.039696693,-0.17356873,-4.020691,
-2.3069444,89.765144,173.15816,-0.10472536,-0.11062622,-2.4032593,
-2.3174243,89.762794,173.13184,0.19866228,-0.017166138,-1.285553,
-2.3187892,89.76232,173.12741,0.19866228,-0.017166138,-1.285553,
-2.315326,89.76521,173.18294,0.048995018,0.022888184,0.39291382,
-2.3223965,89.751854,172.87534,0.43332577,-0.17738342,-5.7792664,
-2.3283095,89.755684,172.98492,0.43332577,-0.17738342,-5.7792664,
-2.3202922,89.76408,173.17119,0.43332577,-0.17738342,-5.7792664,
-2.321295,89.76173,173.11357,-0.26261806,-0.089645386,-1.3427734,
-2.3223221,89.75998,173.07742,-0.26261806,-0.089645386,-1.3427734,
-2.3202689,89.76645,173.22632,0.0,0.0,0.0,
-2.3275788,89.76349,173.17981,0.0,0.0,0.0,
-2.3060217,89.75288,172.8511,-0.15366077,0.13160706,3.768921,
-2.3015525,89.74001,172.52025,-0.15366077,0.13160706,3.768921,
-2.3009949,89.7447,172.63872,-0.15366077,0.13160706,3.768921,
-2.297824,89.76752,173.18904,-0.33283234,-0.22697449,-4.737854,
-2.2933047,89.76956,173.22687,-0.33283234,-0.22697449,-4.737854,
-2.3304684,89.777954,173.53181,0.18000603,-0.08392334,-2.872467,
-2.3219826,89.78457,173.67798,-5.364418E-4,0.2784729,6.7977905,
-2.3251703,89.77948,173.56154,-0.37521124,-0.08773804,-1.2435913,
-2.321303,89.78452,173.67482,-0.37521124,-0.08773804,-1.2435913,
-2.3301492,89.77724,173.52586,-0.37521124,-0.08773804,-1.2435913,
-2.3332152,89.78071,173.62242,-0.37521124,-0.08773804,-1.2435913,
-2.3392396,89.78019,173.62381,-0.18966198,0.08583069,2.5787354,
-2.3374388,89.77953,173.60252,-0.18966198,0.08583069,2.5787354,
-2.3289452,89.78058,173.6074,-0.18966198,0.08583069,2.5787354,
-2.3038063,89.76977,173.25648,0.31232834,-0.049591064,-2.407074,
-2.2995312,89.762054,173.0628,0.31232834,-0.049591064,-2.407074,
-2.3115878,89.755035,172.93015,0.25743246,0.062942505,0.8239746,
-2.3180742,89.76717,173.23993,0.25743246,0.062942505,0.8239746,
-2.3215456,89.769936,173.31879,0.19162893,-0.06866455,-2.254486,
-2.339666,89.76615,173.27832,-0.07033348,-0.030517578,-0.579834,
-2.336767,89.768936,173.3274,0.2617836,0.09536743,1.9645691,
-2.3314817,89.77333,173.42326,-0.07110834,-0.16593933,-3.879547,
-2.3348522,89.771324,173.38095,-0.07110834,-0.16593933,-3.879547,
-2.33282,89.78179,173.63197,-0.07110834,-0.16593933,-3.879547,
-2.3356993,89.78501,173.71733,-0.07110834,-0.16593933,-3.879547,
-2.322847,89.765205,173.20529,0.4172325,0.062942505,0.19454956,
-2.3329167,89.756485,173.02989,-0.029683113,0.24604797,5.962372,
-2.3306339,89.75862,173.0667,0.03927946,-0.0705719,-1.8043518,
-2.3335845,89.74084,172.65228,-0.05531311,0.34713745,8.552551,
-2.3267763,89.75033,172.8638,-0.0923872,-0.120162964,-2.822876,
-2.3193886,89.77044,173.32857,0.12636185,-0.12207031,-3.3187866,
-2.3205135,89.75542,172.96516,-0.06991625,0.07247925,2.0103455,
-2.3219638,89.76133,173.11197,-0.0027418137,0.005722046,0.1449585,
-2.3183138,89.76448,173.17802,-0.0027418137,0.005722046,0.1449585,
-2.3237977,89.76983,173.32451,0.055730343,0.034332275,0.74386597,
-2.326821,89.77548,173.48326,-0.29873848,0.009536743,1.2435913,
-2.3171775,89.78229,173.616,0.028133392,0.0038146973,-0.019073486,
-2.3419611,89.77423,173.48494,0.028133392,0.0038146973,-0.019073486,
-2.3577037,89.7926,173.96994,-0.06586313,0.17738342,4.512787,
-2.3492637,89.781906,173.68095,-0.06586313,0.17738342,4.512787,
-2.3351176,89.77135,173.37393,-0.30374527,0.062942505,2.3269653,
-2.3374777,89.766495,173.27151,0.07611513,-0.022888184,-0.8392334,
-2.328148,89.763756,173.18431,0.037312508,0.08392334,1.82724,
-2.3280892,89.76775,173.28287,0.037312508,0.08392334,1.82724,
-2.3349311,89.75869,173.08673,0.037312508,0.08392334,1.82724,
-2.3265095,89.75644,173.01373,0.037312508,0.08392334,1.82724,
-2.3415866,89.76152,173.17825,0.05698204,0.29563904,6.626129,
-2.3457317,89.7571,173.08684,-0.12648106,-0.15258789,-3.112793,
-2.3410547,89.772545,173.43576,-0.12648106,-0.15258789,-3.112793,
-2.3260422,89.76739,173.2762,-0.184834,0.047683716,1.7852783,
-2.3256214,89.76081,173.11578,0.12153387,0.08583069,1.57547,
-2.33891,89.77854,173.57635,-0.30881166,0.020980835,1.3809204,
-2.332477,89.78531,173.71864,-0.30881166,0.020980835,1.3809204,
-2.3344867,89.787056,173.77022,0.05441904,-0.07247925,-1.9302368,
-2.3264306,89.78844,173.77104,-0.04118681,-0.11062622,-2.5596619,
-2.3440197,89.76224,173.19612,-0.05400181,0.015258789,0.5874634,
-2.348135,89.76588,173.29315,0.078201294,-0.11062622,-2.9449463,
-2.346525,89.767624,173.32478,-0.119149685,-0.102996826,-2.0065308,
-2.3360555,89.754074,172.96983,-0.09125471,-0.061035156,-1.1405945,
-2.344549,89.75905,173.11566,0.3077984,0.034332275,0.102996826,
-2.3364823,89.796974,174.03078,0.107586384,0.030517578,0.5455017,
-2.3495677,89.78883,173.8399,-0.014662743,0.24032593,5.9890747,
-2.3625472,89.7911,173.9315,0.043451786,0.11062622,2.4528503,
-2.3561878,89.78201,173.69948,0.31799078,-0.18501282,-5.191803,
-2.345961,89.776115,173.5393,0.31799078,-0.18501282,-5.191803,
-2.343206,89.769455,173.37311,0.03552437,-0.022888184,-0.63705444,
-2.3174226,89.77605,173.45052,0.20962954,0.1296997,2.708435,
-2.3213434,89.772896,173.38896,0.20962954,0.1296997,2.708435,
-2.3249803,89.76735,173.258,-0.017881393,0.12207031,2.998352,
-2.332181,89.76519,173.22025,-0.11616945,-0.06866455,-1.4648438,
-2.3374093,89.77405,173.45708,-0.11616945,-0.06866455,-1.4648438,
-2.342547,89.772896,173.4446,-0.11616945,-0.06866455,-1.4648438,
-2.33966,89.773964,173.46255,0.16713142,-0.2002716,-5.378723,
-2.3360698,89.74442,172.73999,0.043213367,-0.20217896,-5.0354004,
-2.333602,89.74666,172.78625,-0.2361536,0.09918213,2.872467,
-2.342703,89.75146,172.92534,-0.10114908,0.09918213,2.6130676,
-2.338032,89.78019,173.61281,0.021159649,0.0667572,1.5525818,
-2.3406074,89.78258,173.67311,-0.14984608,-0.08773804,-1.7929077,
-2.3425214,89.793015,173.9344,0.012278557,0.030517578,0.78201294,
-2.3486807,89.80383,174.20384,-0.310421,0.078201294,2.8877258,
-2.3471332,89.78767,173.80867,0.32949448,0.07247925,0.8773804,
-2.3504643,89.781975,173.68616,-0.43797493,-0.45967102,-9.124756,
-2.3459723,89.77163,173.42366,0.09679794,-0.2040863,-5.508423,
-2.34957,89.77273,173.45651,-0.10210276,0.0076293945,0.44631958,
-2.3517551,89.77602,173.54102,-0.2091527,0.16784668,4.84848,
-2.3349562,89.75924,173.09291,0.15211105,0.059127808,0.957489,
-2.3352208,89.75435,172.97652,-0.0074505806,-0.009536743,-0.19073486,
-2.3369277,89.755615,173.029,-0.15479326,0.078201294,2.2583008,
-2.333414,89.75732,173.06055,-0.05054474,0.09727478,2.4909973,
-2.3440757,89.767395,173.32211,-0.053346157,0.35858154,8.983612,
-2.3306043,89.763115,173.18149,-0.297606,-0.091552734,-1.2321472,
-2.3456986,89.77132,173.43533,0.02926588,0.08392334,1.953125,
-2.331329,89.7592,173.09764,-0.13297796,-0.26130676,-5.7907104,
-2.3313353,89.76813,173.30734,0.23329258,0.017166138,-0.2632141,
-2.323731,89.77595,173.47838,0.23329258,0.017166138,-0.2632141,
-2.3270104,89.771645,173.38062,0.23329258,0.017166138,-0.2632141,
-2.3466353,89.75637,173.06143,-0.04810095,-0.011444092,-0.1411438,
-2.3386574,89.743965,172.75887,0.025987625,0.16212463,4.043579,
-2.336153,89.76225,173.18896,0.025987625,0.16212463,4.043579,
-2.3425603,89.75593,173.0552,-0.08660555,0.16021729,3.818512,
-2.3627155,89.76274,173.26662,-0.12928247,0.49972534,12.718201,
-2.373193,89.76474,173.34618,0.12308359,0.0743866,1.2702942,
-2.382958,89.763054,173.32986,-0.19466877,0.41389465,9.986877,
-2.3638425,89.775604,173.5792,0.3759861,0.0019073486,-1.3389587,
-2.3638012,89.77862,173.6523,-0.27817488,0.26512146,6.793976,
-2.3723404,89.76954,173.46176,0.23901463,0.4234314,9.944916,
-2.3634188,89.76848,173.40652,-0.01001358,0.17356873,4.119873,
-2.368104,89.77804,173.64613,-0.17249584,-0.3299713,-7.8926086,
-2.3602996,89.772675,173.49629,0.26267767,-0.12207031,-3.7651062,
-2.3609836,89.76997,173.43431,-0.13059378,0.05531311,1.7547607,
-2.3560462,89.75608,173.09328,-0.092983246,-0.09727478,-2.0179749,
-2.342443,89.76036,173.15468,-0.092983246,-0.09727478,-2.0179749,
-2.3516738,89.77065,173.41791,-0.1975298,0.061035156,1.8959045,
-2.346684,89.775505,173.52448,-0.1975298,0.061035156,1.8959045,
-2.3386345,89.78953,173.83833,-0.1437068,-0.059127808,-0.9422302,
-2.3433769,89.776215,173.53383,-0.09596348,-0.045776367,-0.74386597,
-2.3449693,89.794235,173.96596,0.050127506,-0.076293945,-1.8081665,
-2.3407376,89.78014,173.62567,0.050127506,-0.076293945,-1.8081665,
-2.3368833,89.769516,173.3603,0.069737434,0.1373291,3.0326843,
-2.327872,89.768486,173.30559,0.069737434,0.1373291,3.0326843,
-2.3292716,89.77866,173.56126,0.069737434,0.1373291,3.0326843,
-2.3314242,89.78176,173.64452,0.069737434,0.1373291,3.0326843,
-2.3284874,89.77351,173.43323,0.069737434,0.1373291,3.0326843,
-2.3243537,89.75104,172.87842,0.069737434,0.1373291,3.0326843,
-2.3373427,89.76369,173.21437,0.3144741,-0.28419495,-8.049011,
-2.35687,89.76251,173.2384,0.3144741,-0.28419495,-8.049011,
-2.332895,89.775215,173.47934,0.039696693,0.11444092,2.784729,
-2.3258553,89.76676,173.2519,0.039696693,0.11444092,2.784729,
-2.3295455,89.7663,173.24553,0.03194809,-0.04196167,-0.8239746,
-2.3331747,89.75756,173.04189,0.009059906,-0.09918213,-2.5024414,
-2.3407724,89.75565,173.02946,0.022470951,-0.017166138,-0.46920776,
-2.3362677,89.756775,173.04143,0.022470951,-0.017166138,-0.46920776,
-2.3408537,89.75368,172.97926,-0.22166967,-0.05722046,-0.8010864,
-2.3562684,89.74513,172.83038,0.14960766,-0.36239624,-9.246826,
-2.3514752,89.74545,172.82346,0.16146898,0.27656555,6.126404,
-2.3556502,89.74417,172.8002,0.092983246,-0.19645691,-4.8179626,
-2.3548572,89.747635,172.87921,0.092983246,-0.19645691,-4.8179626,
-2.3549247,89.75414,173.03088,0.092983246,-0.19645691,-4.8179626,
-2.314297,89.75921,173.03728,-0.20968914,-0.10108948,-1.82724,
-2.3333423,89.75552,173.0022,0.052928925,0.04196167,0.93460083,
-2.3345199,89.75477,172.98552,0.052928925,0.04196167,0.93460083,
-2.3212287,89.76017,173.07303,-0.274539,0.17356873,4.8828125,
-2.3138678,89.76804,173.24886,-0.11962652,0.0667572,1.9378662,
-2.3206325,89.779106,173.53458,-0.11962652,0.0667572,1.9378662,
-2.3287606,89.77815,173.53506,-0.11962652,0.0667572,1.9378662,
-2.331621,89.78274,173.658,-0.11962652,0.0667572,1.9378662,
-2.3286517,89.767586,173.28337,-0.021100044,0.30326843,7.3051453,
-2.334876,89.779076,173.57214,-0.021100044,0.30326843,7.3051453,
-2.325162,89.76957,173.30652,-0.021100044,0.30326843,7.3051453,
-2.3062317,89.75878,172.99055,-0.021100044,0.30326843,7.3051453,
-2.2999244,89.75375,172.8521,-0.08696318,-0.078201294,-1.5106201,
-2.3058817,89.73757,172.49123,-0.19711256,0.005722046,0.91171265,
-2.3209922,89.736206,172.50856,-0.27543306,0.333786,8.716583,
-2.3287618,89.7505,172.87439,0.0564456,0.06866455,1.5983582,
-2.3309145,89.76508,173.23108,0.118494034,0.2117157,4.673004,
-2.3311172,89.774155,173.45276,-0.012934208,0.0667572,1.5792847,
-2.3316555,89.75532,173.00183,-0.09548664,-0.024795532,-0.30899048,
-2.3281362,89.76677,173.26865,-0.09548664,-0.024795532,-0.30899048,
-2.3461077,89.76331,173.23648,0.074863434,-0.009536743,-0.19454956,
-2.344307,89.76815,173.34782,0.074863434,-0.009536743,-0.19454956,
-2.3421247,89.76908,173.3594,0.074863434,-0.009536743,-0.19454956,
-2.3511524,89.771904,173.44612,0.044584274,-0.42152405,-10.238647,
-2.3608472,89.76936,173.41231,0.16480684,0.27275085,5.805969,
-2.3621745,89.77444,173.53676,0.16480684,0.27275085,5.805969,
-2.3613355,89.75399,173.0502,-0.111460686,-0.38909912,-9.117126,
-2.351815,89.74586,172.81747,-0.17672777,0.19454956,4.7569275,
-2.3584883,89.74017,172.69589,-0.17672777,0.19454956,4.7569275,
-2.3549404,89.7399,172.6733,0.4336834,0.18882751,3.578186,
-2.349062,89.741974,172.70764,0.062167645,-0.30136108,-7.1144104,
-2.343627,89.74511,172.77155,0.062167645,-0.30136108,-7.1144104,
-2.351176,89.74799,172.87296,-0.03540516,0.1487732,3.791809,
-2.3491752,89.75519,173.04057,-0.03540516,0.1487732,3.791809,
-2.3253973,89.75144,172.87901,0.15223026,-0.061035156,-2.0103455,
-2.3247595,89.759674,173.06718,-0.110924244,0.18501282,4.814148,
-2.320482,89.75314,172.88884,0.106573105,0.1373291,3.1738281,
-2.3174837,89.74952,172.79228,0.0,0.0,0.0,
-2.3187125,89.753296,172.88884,0.0,0.0,0.0,
-2.3327484,89.75756,173.03159,0.60874224,0.2193451,4.009247,
-2.3323846,89.76261,173.14967,0.0054240227,0.04196167,1.0261536,
-2.3408532,89.768616,173.31738,-0.1847148,-0.19645691,-4.1122437,
-2.3454206,89.772545,173.42397,-0.1847148,-0.19645691,-4.1122437,
-2.3317828,89.77064,173.3492,-0.1847148,-0.19645691,-4.1122437,
-2.3486829,89.787636,173.81526,0.07748604,0.39482117,9.342194,
-2.350398,89.78736,173.81172,0.07748604,0.39482117,9.342194,
-2.3520257,89.793015,173.9552,-0.41222572,-0.045776367,0.8010864,
-2.3383763,89.75088,172.89659,-0.18042326,-0.104904175,-1.8424988,
-2.3459215,89.75708,173.07578,0.0069737434,0.030517578,0.705719,
-2.3396535,89.75933,173.11081,0.0069737434,0.030517578,0.705719,
-2.3453262,89.766365,173.30356,0.0069737434,0.030517578,0.705719,
-2.3410711,89.76261,173.20279,0.011563301,-0.32234192,-7.5569153,
-2.3300443,89.76936,173.34138,0.011563301,-0.32234192,-7.5569153,
-2.339379,89.762535,173.20425,0.054359436,-0.034332275,-1.0643005,
-2.3419945,89.76762,173.3275,0.13488531,0.18501282,3.982544,
-2.337425,89.768394,173.33258,0.13488531,0.18501282,3.982544,
-2.3526301,89.761635,173.20671,-0.07349253,0.02861023,0.8010864,
-2.3475938,89.76083,173.18214,-0.07349253,0.02861023,0.8010864,
-2.3476434,89.741745,172.72276,0.12117624,0.2117157,4.901886,
-2.3392928,89.739204,172.63593,0.06210804,-0.0019073486,-0.25558472,
-2.34584,89.75057,172.92908,-0.15228987,-0.28038025,-6.2446594,
-2.3527281,89.74689,172.8613,0.035881996,-0.11062622,-2.8915405,
-2.338332,89.75931,173.11667,-0.09852648,-0.022888184,-0.31661987,
-2.3291254,89.75023,172.87292,0.0030398369,-0.118255615,-2.861023,
-2.3149302,89.755196,172.94963,-0.023663044,0.009536743,0.24414062,
-2.3190184,89.74946,172.82448,-0.023663044,0.009536743,0.24414062,
-2.3317454,89.77453,173.46436,-0.085532665,0.036239624,1.1138916,
-2.3271506,89.76556,173.23936,-0.015974045,-0.062942505,-1.4839172,
-2.3294501,89.76857,173.31581,0.3077984,-0.04386902,-2.2087097,
-2.33444,89.7703,173.36885,0.3077984,-0.04386902,-2.2087097,
-2.343953,89.768486,173.35161,0.3077984,-0.04386902,-2.2087097,
-2.328206,89.77591,173.48886,-0.33396482,-0.21743774,-4.196167,
-2.3444505,89.77509,173.51154,-0.33396482,-0.21743774,-4.196167,
-2.332399,89.76432,173.2066,-0.33396482,-0.21743774,-4.196167,
-2.3465738,89.783646,173.70581,-0.17559528,0.3376007,8.079529,
-2.3343956,89.78481,173.70535,-0.17559528,0.3376007,8.079529,
-2.3434846,89.77828,173.58456,0.051498413,-0.46157837,-11.096954,
-2.3544595,89.77641,173.56699,0.051498413,-0.46157837,-11.096954,
-2.3531175,89.78059,173.66356,0.051498413,-0.46157837,-11.096954,
-2.3493884,89.77783,173.58989,-0.15044212,0.045776367,1.4152527,
