Alfa, Beta, Gamma, Alfa Rate, Beta Rate, Gamma Rate
-2.4231412,90.074875,-27.748543,0.17380714,0.045776367,41.09478,
-2.4327025,90.06673,-10.571029,0.17380714,0.045776367,41.09478,
-2.4445312,90.05577,7.567846,0.20325184,-0.17738342,44.87419,
-2.4363027,90.04662,25.730694,-0.0692606,-0.009536743,-26.28994,
-2.4404068,90.05529,-0.45078003,-0.075399876,-0.08201599,-186.78123,
-2.4280791,90.05843,-14.454751,-0.075399876,-0.08201599,-186.78123,
-2.437986,90.05638,-12.230138,-0.075399876,-0.08201599,-186.78123,
-2.4445953,90.045296,1.6762419,0.056028366,0.2937317,-134.64183,
-2.4399045,90.04972,-19.380735,0.083088875,0.22697449,-3445.007,
-2.463843,90.04761,-17.251806,0.24616718,-0.09536743,-118.841644,
-2.4673698,90.058334,-21.17765,0.24616718,-0.09536743,-118.841644,
-2.4555788,90.05684,-16.22633,0.24616718,-0.09536743,-118.841644,
-2.4676535,90.05621,-36.711784,0.24616718,-0.09536743,-118.841644,
-2.4569776,90.06866,-46.167095,-0.11533499,0.13542175,-238.37852,
-2.456692,90.05961,-34.457478,-0.2784729,-0.32424927,240.12709,
-2.4502795,90.060936,-28.017794,-0.4349351,0.2155304,-97.45073,
-2.4541874,90.072205,-49.77655,-0.047266483,-0.1296997,-119.21501,
-2.4484236,90.07331,-46.331554,-0.047266483,-0.1296997,-119.21501,
-2.4469564,90.05813,-15.854384,-0.38558245,-0.102996826,-45.89653,
-2.4339657,90.06754,-26.766289,-0.053942204,-0.18882751,-27.945518,
-2.4465623,90.08507,-72.1511,0.24783611,-0.10871887,-57.403564,
-2.4740322,90.09644,-92.730484,-0.1733303,-0.05531311,-128.35312,
-2.4597318,90.05563,-17.55935,-0.3822446,-0.34332275,13.040543,
-2.4548109,90.06761,-39.28767,-0.3822446,-0.34332275,13.040543,
-2.4419098,90.06227,-30.25764,0.23275614,0.05722046,36.174774,
-2.446113,90.05655,-9.946768,0.23275614,0.05722046,36.174774,
-2.4471493,90.0595,-20.580667,0.16260147,0.2861023,-99.61272,
-2.4557378,90.06407,-37.15166,0.16260147,0.2861023,-99.61272,
-2.4455137,90.064445,-39.5172,-0.052928925,0.104904175,-191.48254,
-2.4561315,90.07517,-53.253185,-0.052928925,0.104904175,-191.48254,
-2.4573529,90.07219,-25.685019,-0.15836954,-0.32615662,196.58517,
-2.4627264,90.05453,-4.958168,-0.15836954,-0.32615662,196.58517,
-2.4699428,90.05242,-9.757703,-0.15836954,-0.32615662,196.58517,
-2.4549294,90.06247,-23.23446,0.35363436,0.15068054,100.77048,
-2.4436142,90.05569,-13.829946,0.24151802,-0.13160706,-98.381516,
-2.4521766,90.06029,-25.327442,-0.10830164,-0.0038146973,61.020374,
-2.468142,90.05465,-12.799673,0.09196997,0.23269653,-32.31001,
-2.466728,90.045944,2.972181,0.182271,-0.19073486,121.61267,
-2.4524715,90.050606,-5.0366344,-0.18435717,0.20217896,-3493.3613,
-2.448726,90.07892,-49.208157,0.02026558,-0.19454956,-19.285202,
-2.448414,90.07908,-59.829407,-0.23889542,0.20217896,-77.095985,
-2.4561276,90.08104,-71.100266,-0.23889542,0.20217896,-77.095985,
-2.471158,90.05618,-18.839802,0.07176399,0.14305115,43.400764,
-2.4282055,90.05978,-10.627228,0.01847744,-0.24795532,187.39032,
-2.4354317,90.05636,-4.7414327,-0.11241436,-0.08773804,248.49951,
-2.4460762,90.05026,2.2346554,-0.11241436,-0.08773804,248.49951,
-2.451445,90.05039,0.85079044,0.22166967,0.0,0.13899803,
-2.4416668,90.06836,-34.87187,0.12296438,0.01335144,-6.038666,
-2.442616,90.06738,-40.406906,0.091552734,0.12779236,150.42877,
-2.4370606,90.07073,-48.5024,0.091552734,0.12779236,150.42877,
-2.4492989,90.06755,-44.336926,0.091552734,0.12779236,150.42877,
-2.448299,90.06049,-28.193642,-0.6727576,-0.12588501,144.66571,
-2.443748,90.05663,-34.31119,0.2757311,0.12588501,-125.014305,
-2.4343631,90.06552,-51.547245,0.2757311,0.12588501,-125.014305,
-2.44137,90.0729,-67.47101,0.2757311,0.12588501,-125.014305,
-2.447485,90.07925,-67.137085,-0.029087067,0.10681152,295.537,
-2.443176,90.06598,-32.30593,-0.34183264,0.1373291,-88.62877,
-2.4411645,90.060486,-20.432278,0.046133995,0.05340576,-97.468376,
-2.4566262,90.05982,-11.104455,-0.12505054,-0.034332275,29.598713,
-2.4427817,90.06407,-23.313894,-0.29736757,-0.12779236,69.15427,
-2.4684584,90.06703,-33.0276,-0.310421,0.10108948,-154.99496,
-2.448033,90.07313,-34.431232,-0.14162064,-0.2193451,248.33441,
-2.4623797,90.07243,-41.560646,-0.0756979,-0.009536743,-87.16774,
-2.4471228,90.07439,-56.457684,0.26494265,0.08392334,-81.02989,
-2.4361224,90.081215,-62.663654,0.26494265,0.08392334,-81.02989,
-2.4446301,90.07301,-47.639847,0.0020861626,0.5645752,-3490.262,
-2.4484212,90.06119,-20.56667,0.04428625,0.019073486,-69.88287,
-2.4525993,90.07261,-45.540024,-0.2142787,-0.37002563,-108.49953,
-2.4400415,90.06871,-36.684074,0.091314316,0.16593933,184.32045,
-2.432368,90.067345,-26.708794,0.22166967,0.25749207,-108.08945,
-2.4164102,90.05346,-0.98614866,0.015377998,0.118255615,162.99945,
-2.4268906,90.05943,-14.749167,0.015377998,0.118255615,162.99945,
-2.431445,90.07583,-58.43096,-0.19270182,-0.18119812,3597.8623,
-2.4307702,90.080536,-59.40683,-0.36400557,0.1411438,-82.304,
-2.4387996,90.07721,-52.94497,-0.36400557,0.1411438,-82.304,
-2.4716742,90.06561,-34.5556,-0.36400557,0.1411438,-82.304,
-2.4751692,90.06064,-27.625853,0.21123886,0.30517578,-3413.231,
-2.4662144,90.06262,-30.970892,-0.1000762,0.076293945,279.33502,
-2.4635355,90.07273,-45.52778,-0.1000762,0.076293945,279.33502,
-2.4615238,90.08416,-68.69579,0.3106594,-0.11253357,-61.429977,
-2.4626343,90.08277,-61.964565,0.3106594,-0.11253357,-61.429977,
-2.4557502,90.08583,-74.722885,-0.09584427,0.034332275,-104.95186,
-2.455459,90.06386,-32.00695,-0.09584427,0.034332275,-104.95186,
-2.4379876,90.05521,-6.040519,0.093877316,0.10871887,291.53525,
-2.4375954,90.05266,-7.5813313,0.2516508,0.04196167,-122.19119,
-2.462369,90.05703,-21.48079,0.2516508,0.04196167,-122.19119,
-2.4592018,90.06089,-32.408348,0.33020973,-0.19645691,97.51034,
-2.4653785,90.05494,-18.979439,0.33020973,-0.19645691,97.51034,
-2.4489496,90.05629,-22.549822,0.33020973,-0.19645691,97.51034,
-2.452334,90.04787,-1.6096187,0.21511316,0.17929077,189.06105,
-2.445851,90.05202,-7.905087,-0.047147274,-0.4081726,234.09319,
-2.4512622,90.05505,-12.007885,-0.047147274,-0.4081726,234.09319,
-2.4462433,90.06587,-27.661385,-0.047147274,-0.4081726,234.09319,
-2.4452906,90.091774,-83.7628,-0.4095435,0.0,-94.21158,
-2.4510555,90.088974,-70.63721,0.5180836,0.045776367,156.52084,
-2.4415834,90.07668,-60.7525,0.5180836,0.045776367,156.52084,
-2.4363482,90.06742,-40.843708,0.5180836,0.045776367,156.52084,
-2.4467125,90.07293,-54.519405,-0.006020069,-0.24795532,137.97855,
-2.452793,90.06634,-29.166637,-0.006020069,-0.24795532,137.97855,
-2.2869036,89.99975,-16.607414,-0.006020069,-0.24795532,137.97855,
-2.043232,89.92901,-9.065495,-0.15926361,2.111435,6.5307617,
31.212696,89.701164,1.1264118,0.5569458,-0.1373291,-0.5288124,
30.995153,89.676125,1.0429673,-0.20122528,0.049591064,-0.5649924,
21.770723,89.60032,1.6940881,-11.026859,0.0038146973,0.45070052,
15.836797,89.99784,0.065446295,-4.588127,-0.34713745,1.4111605,
14.884241,90.21796,-0.871919,-2.530098,0.015258789,0.18176436,
14.185178,90.515755,-1.95532,-2.3245811,3.1871796,-12.71987,
-27.06202,90.22231,-17.259605,-26.632309,-0.5207062,268.82983,
-38.420517,89.607895,62.42646,-14.551163,-0.15640259,117.669106,
-48.120884,87.41256,155.74513,-0.21266937,-0.88500977,25.07782,
-48.097153,86.81545,163.67944,-0.21266937,-0.88500977,25.07782,
-45.042572,85.28606,173.0474,-0.21266937,-0.88500977,25.07782,
-44.030582,85.02812,173.4737,3.0851364,-2.0484924,-1.4839172,
-41.53648,84.341705,172.9928,3.0851364,-2.0484924,-1.4839172,
-41.13007,84.269226,172.89519,3.0851364,-2.0484924,-1.4839172,
38.189182,86.927666,27.436007,28.628826,2.1305084,-48.624992,
42.611782,87.394424,19.905302,9.644508,-0.40245056,-17.433643,
53.018257,88.58441,1.9982628,0.9536743,-0.36239624,-0.66265464,
53.03759,88.39878,1.5449103,-1.786232,-2.7179718,1.9212663,
51.30296,87.98558,1.7648908,-8.927345,2.981186,-2.5993586,
26.412228,89.760666,-2.3307233,-22.360802,2.2697449,-13.866589,
-20.08363,88.39232,103.536736,-27.263165,1.0967255,75.41847,
-38.42693,88.19002,139.13562,-27.263165,1.0967255,75.41847,
-50.267456,88.54158,152.85979,-27.263165,1.0967255,75.41847,
-53.79343,88.144196,161.9871,-4.9858093,-1.1348724,16.353607,
-57.589226,86.95133,172.50859,0.45204163,-2.8591156,3.7002563,
-57.5811,86.69104,173.12411,0.45204163,-2.8591156,3.7002563,
-55.519535,84.54246,174.28,2.207756,-2.1476746,0.05340576,
-54.593307,84.05666,174.3967,3.604889,-2.0618439,-0.8354187,
-53.62125,83.41757,174.1653,3.604889,-2.0618439,-0.8354187,
-52.673874,82.93712,173.931,3.604889,-2.0618439,-0.8354187,
-52.286015,82.789474,173.83473,3.604889,-2.0618439,-0.8354187,
-51.920395,82.63634,173.7123,3.604889,-2.0618439,-0.8354187,
-50.531723,81.96991,173.07333,2.7341843,-2.1705627,-2.1018982,
-50.243103,81.864586,172.9689,2.7341843,-2.1705627,-2.1018982,
-49.552563,81.78046,172.8323,2.2201538,0.7324219,0.2937317,
-49.192127,81.71643,172.72987,2.2201538,0.7324219,0.2937317,
-48.622967,81.636795,172.57002,1.4972687,-0.55885315,-0.79345703,
-48.584873,81.6358,172.57144,1.4972687,-0.55885315,-0.79345703,
-45.30125,81.28253,170.86919,1.4972687,-0.55885315,-0.79345703,
-12.528106,82.55232,99.43528,1.4972687,-0.55885315,-0.79345703,
17.14169,85.57054,40.024746,19.834995,1.5048981,-35.80475,
26.441673,86.85381,21.992579,19.834995,1.5048981,-35.80475,
36.14369,88.98691,4.897277,2.7236938,-0.0038146973,-3.5432577,
38.27381,89.94157,0.36777747,0.06866455,1.1520386,-1.7626733,
38.40006,89.99903,0.23212944,0.35953522,1.6422272,-2.249405,
38.47799,90.00887,0.19467042,0.6637573,-1.1367798,1.2769289,
-43.975384,86.29096,143.59561,0.6637573,-1.1367798,1.2769289,
-47.331142,84.9184,165.1123,0.6637573,-1.1367798,1.2769289,
-43.608185,84.6335,172.22382,13.881683,-1.5907288,-3.3035278,
-37.065617,85.22615,171.73044,16.767502,3.4389496,7.472992,
-27.425697,86.480934,130.77588,23.273945,6.8569183,-274.92905,
-14.555687,88.792534,44.53052,27.248383,2.6683807,-57.037354,
-10.984103,89.09066,83.850555,27.248383,2.6683807,-57.037354,
-9.49683,89.20757,99.72735,27.248383,2.6683807,-57.037354,
-8.022325,89.324234,115.204346,5.5606365,0.3604889,57.167053,
-3.8926802,89.6097,158.81984,5.5606365,0.3604889,57.167053,
-3.689716,89.63174,161.03313,5.5606365,0.3604889,57.167053,
-3.4710853,89.659035,163.58571,0.554204,0.0705719,10.478973,
-3.1378694,89.68764,167.16072,0.554204,0.0705719,10.478973,
-2.970646,89.71905,169.234,0.44584274,-0.25749207,-2.2239685,
-2.7545683,89.75211,172.25163,0.26869774,0.24414062,6.4353943,
-2.607433,89.720505,172.70387,0.20575523,0.24032593,4.6806335,
-2.5942283,89.732605,173.04475,0.20575523,0.24032593,4.6806335,
-2.5930045,89.72859,173.13292,0.4182458,0.061035156,-0.0038146973,
-2.5869935,89.730064,173.15215,0.4182458,0.061035156,-0.0038146973,
-2.5842924,89.74219,173.41353,0.4182458,0.061035156,-0.0038146973,
-2.5778627,89.75083,173.58765,0.4182458,0.061035156,-0.0038146973,
-2.5781655,89.74182,173.39302,0.4182458,0.061035156,-0.0038146973,
-2.5953574,89.74583,173.5172,-0.1321435,0.08010864,1.9950867,
-2.5901747,89.746666,173.5226,-0.1321435,0.08010864,1.9950867,
-2.5927498,89.75396,173.68507,0.022947788,0.034332275,0.579834,
-2.585939,89.74876,173.55008,0.022947788,0.034332275,0.579834,
-2.5872433,89.75969,173.78853,0.026285648,-0.15640259,-3.3340454,
-2.5873501,89.75959,173.7881,-0.20366907,0.102996826,2.696991,
-2.580862,89.757095,173.71445,-0.20366907,0.102996826,2.696991,
-2.5795436,89.757835,173.71754,-0.009596348,0.0076293945,0.12207031,
-2.5950763,89.73614,173.28159,-0.009596348,0.0076293945,0.12207031,
-2.57419,89.73478,173.20775,0.10770559,0.18119812,3.753662,
-2.567452,89.724045,172.95677,0.10770559,0.18119812,3.753662,
-2.578073,89.72954,173.10371,-0.15121698,0.030517578,1.0719299,
-2.5737174,89.73244,173.16133,-0.22536516,-0.2117157,-3.9672852,
-2.58943,89.73239,173.19868,-0.22536516,-0.2117157,-3.9672852,
-2.5778503,89.73006,173.11281,0.35077333,-0.009536743,-1.1062622,
-2.5877218,89.73155,173.16737,0.35077333,-0.009536743,-1.1062622,
-2.6000948,89.74468,173.4841,-0.10019541,-0.06484985,-1.1253357,
-2.5928006,89.74457,173.4635,-0.10019541,-0.06484985,-1.1253357,
-2.5783222,89.74807,173.50105,-0.014066696,0.1449585,3.5095215,
-2.5836923,89.7471,173.49416,-0.014066696,0.1449585,3.5095215,
-2.590293,89.74136,173.38914,-0.014066696,0.1449585,3.5095215,
-2.5962505,89.74553,173.49657,0.033557415,0.024795532,0.47683716,
-2.6031196,89.74655,173.54228,-0.19520521,-0.17738342,-3.3912659,
-2.578371,89.74697,173.49449,-0.003695488,-0.08583069,-1.9073486,
-2.575324,89.73812,173.28973,-0.003695488,-0.08583069,-1.9073486,
-2.5846758,89.74053,173.36302,-0.003695488,-0.08583069,-1.9073486,
-2.6154892,89.75209,173.6896,-0.17768145,0.11634827,3.0174255,
-2.5892634,89.756714,173.72531,-0.17768145,0.11634827,3.0174255,
-2.5852466,89.73807,173.30846,0.353992,0.024795532,-0.50354004,
-2.576368,89.75321,173.62262,0.08946657,0.4787445,10.8680725,
-2.5745845,89.756584,173.69328,0.08946657,0.4787445,10.8680725,
-2.5762231,89.750656,173.56508,0.08946657,0.4787445,10.8680725,
-2.5781012,89.74365,173.41495,-0.2991557,0.10871887,2.9754639,
-2.5744274,89.74395,173.41301,-0.2991557,0.10871887,2.9754639,
-2.5722435,89.7435,173.3993,-0.2991557,0.10871887,2.9754639,
-2.5903046,89.74224,173.41338,0.19276142,-0.061035156,-1.663208,
-2.5875654,89.73998,173.34454,-0.10681152,-0.09918213,-2.1438599,
-2.5900145,89.74103,173.38513,0.032365322,0.23078918,5.065918,
-2.579948,89.74505,173.44426,-0.15449524,0.0019073486,0.38146973,
-2.5765407,89.742096,173.37527,-0.17505884,0.20217896,4.764557,
-2.5862126,89.75618,173.71115,-0.16480684,-0.1373291,-2.5253296,
-2.5808272,89.75783,173.73036,-0.16480684,-0.1373291,-2.5253296,
-2.5837471,89.7534,173.64098,-0.08106232,-0.18692017,-3.8604736,
-2.5972874,89.75646,173.73141,-0.039696693,-0.05722046,-1.0910034,
-2.56808,89.741646,173.34804,0.08517504,-0.04196167,-1.1634827,
-2.5512784,89.74845,173.46117,0.08517504,-0.04196167,-1.1634827,
-2.5663903,89.748,173.4859,0.6827116,0.09918213,-0.1373291,
-2.580415,89.7489,173.54462,0.4826188,-0.04386902,-2.2201538,
-2.5860732,89.745384,173.47682,0.044226646,0.04005432,0.8087158,
-2.5663579,89.74925,173.51955,0.23031235,0.22506714,4.6920776,
-2.5669668,89.75282,173.60216,0.23031235,0.22506714,4.6920776,
-2.5685973,89.751915,173.584,0.23031235,0.22506714,4.6920776,
-2.575345,89.75057,173.56248,0.006198883,0.02861023,0.63323975,
-2.5946765,89.75512,173.70978,0.10573864,-0.21743774,-4.863739,
-2.5922263,89.753876,173.67662,0.3017187,0.045776367,0.21362305,
-2.5940604,89.75463,173.69746,-0.048696995,-0.102996826,-2.067566,
-2.5930066,89.75573,173.7144,-0.14132261,0.1373291,3.3187866,
-2.5931642,89.75322,173.66246,-0.14132261,0.1373291,3.3187866,
-2.575105,89.76103,173.78903,0.4568696,-0.0667572,-2.4108887,
-2.5765524,89.7738,174.06718,0.10240078,-0.26893616,-6.340027,
-2.5858836,89.761566,173.81985,0.44232607,0.12397766,1.6365051,
-2.5711915,89.74806,173.48955,0.08529425,-0.20217896,-4.8561096,
-2.5622208,89.7329,173.1339,-0.07981062,0.20599365,4.6463013,
-2.5620954,89.727104,173.00302,-0.04673004,-0.10108948,-2.0561218,
-2.580771,89.73881,173.30098,0.31286478,-0.19645691,-5.5732727,
-2.57112,89.743614,173.40692,-0.23710728,0.12588501,3.4561157,
-2.5540586,89.75453,173.61609,-0.23710728,0.12588501,3.4561157,
-2.5669892,89.7371,173.25337,0.0078082085,-0.16593933,-3.6697388,
-2.5678916,89.748856,173.51376,0.0078082085,-0.16593933,-3.6697388,
-2.5734866,89.755714,173.67548,0.0078082085,-0.16593933,-3.6697388,
-2.573939,89.741,173.33519,0.11843443,-0.038146973,-1.1863708,
-2.5992634,89.75378,173.69183,0.22631884,-0.017166138,-0.9994507,
-2.5804057,89.74392,173.41495,0.22631884,-0.017166138,-0.9994507,
-2.5896134,89.72618,173.05714,-0.01603365,-0.5016327,-10.631561,
-2.5753002,89.7336,173.1839,-0.01603365,-0.5016327,-10.631561,
-2.5666208,89.74433,173.39932,-0.05543232,-0.30708313,-6.816864,
-2.572965,89.754974,173.64633,-0.05543232,-0.30708313,-6.816864,
-2.5825496,89.75729,173.73282,-0.040113926,0.04196167,1.0185242,
-2.5685582,89.73423,173.17593,-0.0053048134,0.0,0.049591064,
-2.5753977,89.72516,173.00047,-0.0053048134,0.0,0.049591064,
-2.5776894,89.716415,172.81708,-0.08100271,-0.3681183,-7.549286,
-2.578646,89.72097,172.91908,-0.08100271,-0.3681183,-7.549286,
-2.5776763,89.72193,172.93855,-0.08100271,-0.3681183,-7.549286,
-2.589147,89.72179,172.96715,-0.08100271,-0.3681183,-7.549286,
-2.578806,89.73121,173.14969,0.063061714,0.05722046,1.1367798,
-2.5807083,89.74362,173.42656,0.061273575,-0.45394897,-10.097504,
-2.583483,89.74197,173.39314,0.061273575,-0.45394897,-10.097504,
-2.58051,89.73851,173.30821,0.061273575,-0.45394897,-10.097504,
-2.5742712,89.7394,173.31438,0.18149614,0.030517578,0.19073486,
-2.5744667,89.73943,173.31241,0.18149614,0.030517578,0.19073486,
-2.5760355,89.74262,173.37491,0.0692606,-0.061035156,-1.5182495,
-2.581743,89.74805,173.51486,-0.18054247,-0.02670288,-0.17929077,
-2.5604012,89.76332,173.8038,-0.22935867,0.104904175,2.6855469,
-2.5662813,89.7672,173.89804,-0.22935867,0.104904175,2.6855469,
-2.5790176,89.76499,173.88713,-0.22935867,0.104904175,2.6855469,
-2.598315,89.76401,173.93878,-0.2630353,-0.09346008,-1.3198853,
-2.57898,89.754265,173.66193,0.22941828,0.30326843,6.1187744,
-2.5831401,89.75465,173.67592,0.044703484,0.15068054,3.1166077,
-2.5772872,89.75993,173.78647,0.044703484,0.15068054,3.1166077,
-2.5829556,89.756744,173.72835,0.26768446,0.01335144,-0.16784668,
-2.583171,89.739395,173.34482,-0.03761053,0.16784668,3.791809,
-2.5933654,89.751785,173.6319,-0.110566616,0.17547607,4.047394,
-2.6004212,89.76705,173.97728,-0.1437068,0.22125244,5.1651,
-2.600016,89.76704,173.98894,-0.082194805,0.23460388,5.4130554,
-2.5919533,89.75079,173.61281,-0.33938885,0.04386902,1.3885498,
-2.5728493,89.751915,173.58308,-0.33938885,0.04386902,1.3885498,
-2.5771441,89.7537,173.6467,-0.21129847,0.27656555,6.5956116,
-2.601272,89.750885,173.63603,-0.23204088,0.2708435,6.8893433,
-2.5759797,89.736664,173.25569,0.24974346,-0.17738342,-4.3945312,
-2.5770366,89.74191,173.37277,-0.0667572,-0.2861023,-5.9547424,
-2.5888247,89.72429,173.01619,-0.0667572,-0.2861023,-5.9547424,
-2.5866954,89.724396,173.00945,-0.15306473,-0.05340576,-0.50354004,
-2.591312,89.72871,173.11357,-0.15306473,-0.05340576,-0.50354004,
-2.5808427,89.73037,173.12354,0.23889542,-0.022888184,-1.0871887,
-2.588963,89.73457,173.23904,-0.04553795,-0.059127808,-1.1253357,
-2.5817509,89.7329,173.18005,-0.04553795,-0.059127808,-1.1253357,
-2.5789301,89.74551,173.4534,-0.012695789,0.024795532,0.5378723,
-2.5821872,89.745605,173.46301,-0.012695789,0.024795532,0.5378723,
-2.572275,89.7557,173.66034,-0.012695789,0.024795532,0.5378723,
-2.579566,89.749054,173.52785,-0.012695789,0.024795532,0.5378723,
-2.586865,89.742615,173.40927,-0.10454655,-0.022888184,-0.16403198,
-2.5919802,89.73606,173.29549,-0.10454655,-0.022888184,-0.16403198,
-2.593125,89.73862,173.3559,-0.10454655,-0.022888184,-0.16403198,
-2.5890453,89.73395,173.24232,-0.018060207,-0.089645386,-1.8920898,
-2.5831587,89.7322,173.18521,0.044465065,-0.10681152,-2.4681091,
-2.3630898,89.73383,157.33322,9.329319,1.6078949,-212.69226,
20.253933,89.6864,50.91398,16.619682,0.0019073486,-60.956,
24.736399,89.68855,34.93271,11.968613,0.46920776,-41.999817,
31.39912,89.664474,11.470136,3.3130646,0.2746582,-11.227846,
31.865904,89.66087,9.765599,3.3130646,0.2746582,-11.227846,
33.344345,89.67339,4.121099,0.9384155,0.20599365,-4.62389,
33.635384,89.661385,2.684047,0.14209747,0.75912476,-3.2089949,
33.63845,89.69192,1.2956394,0.14209747,0.75912476,-3.2089949,
33.644222,89.689514,1.1462166,-0.6341934,-0.04196167,-0.5327463,
33.61721,89.6902,0.901539,-0.32138824,-0.05340576,-0.3492087,
33.252937,89.69206,0.8000278,-0.32138824,-0.05340576,-0.3492087,
32.8886,89.6706,0.79464,-0.26130676,-0.42152405,0.71536005,
-28.905724,87.857285,118.6535,-20.12062,-3.6392212,56.11801,
-31.742178,87.54277,126.88117,-20.12062,-3.6392212,56.11801,
-34.63812,87.164,135.06897,-20.12062,-3.6392212,56.11801,
-40.626255,86.33016,152.1663,-11.734962,-1.1672974,34.65271,
-43.07129,85.84321,158.9434,-6.1655045,-1.7547607,15.865326,
-45.46676,85.18706,165.6088,-6.067276,-4.2858124,8.6631775,
-46.134205,84.29055,167.88657,-6.067276,-4.2858124,8.6631775,
-46.42476,83.9853,168.7759,-0.45013428,1.0471344,6.526947,
-46.536186,83.82366,169.47745,0.0,0.0,0.0,
-46.56472,83.67405,170.18959,0.0,0.0,0.0,
-46.603127,83.63657,170.70007,-0.42152405,-0.4787445,2.9335022,
-25.432924,84.690254,130.47574,33.164024,0.6904602,-25.836945,
2.6905408,85.27171,76.79053,33.164024,0.6904602,-25.836945,
25.883886,86.48154,38.294724,32.74107,4.272461,-53.635597,
29.386831,86.70074,32.597504,32.74107,4.272461,-53.635597,
42.593616,87.59132,12.372379,9.775162,-1.3141632,-10.948896,
44.591248,87.7992,9.19975,5.8488846,-0.09918213,-8.808851,
45.516335,87.84167,7.848106,3.8442612,-0.5874634,-5.393505,
46.25875,87.882126,6.2397885,2.0866394,-1.1444092,-3.8952827,
45.938488,87.66149,5.7309084,-8.874893,1.6784668,-4.6361685,
