X, Y, Z
0.5974329,-6.5368657,-3.1209555,
0.57634705,-6.5228086,-3.1350126,
0.6044615,-6.5368657,-3.127984,
0.61149013,-6.494694,-3.0998695,
0.5693184,-6.473608,-3.1209555,
0.5904043,-6.51578,-3.1209555,
0.57634705,-6.5368657,-3.1139266,
0.5622898,-6.5368657,-3.14907,
0.61149013,-6.5368657,-3.1420412,
0.57634705,-6.51578,-3.1209555,
0.5904043,-6.5087514,-3.127984,
0.6044615,-6.51578,-3.127984,
0.5693184,-6.529837,-3.0998695,
0.5693184,-6.5228086,-3.092841,
0.5693184,-6.5509233,-3.127984,
0.61149013,-6.51578,-3.1209555,
0.58337563,-6.51578,-3.1209555,
0.5904043,-6.5228086,-3.127984,
0.632576,-6.5368657,-3.1209555,
0.5904043,-6.5368657,-3.1420412,
0.632576,-6.5790377,-3.127984,
0.632576,-6.51578,-3.1209555,
0.5904043,-6.51578,-3.1209555,
0.5693184,-6.572009,-3.106898,
0.62554735,-6.5509233,-3.0998695,
0.5904043,-6.572009,-3.106898,
0.61149013,-6.473608,-3.1420412,
0.61851877,-6.5228086,-3.1139266,
0.5974329,-6.529837,-3.127984,
0.61149013,-6.557952,-3.1209555,
0.5904043,-6.5438943,-3.1771843,
0.6044615,-6.5228086,-3.127984,
0.5693184,-6.5228086,-3.0858123,
0.61149013,-6.51578,-3.1209555,
0.5693184,-6.51578,-3.1139266,
0.62554735,-6.5228086,-3.1350126,
0.632576,-6.5368657,-3.0787835,
0.5693184,-6.501723,-3.0998695,
0.5904043,-6.51578,-3.1139266,
0.5693184,-6.5368657,-3.1209555,
0.5904043,-6.501723,-3.1350126,
0.58337563,-6.5228086,-3.0998695,
0.5904043,-6.501723,-3.1420412,
0.61851877,-6.5087514,-3.106898,
0.61149013,-6.557952,-3.1209555,
0.5693184,-6.51578,-3.092841,
0.5693184,-6.51578,-3.0998695,
0.5904043,-6.5087514,-3.0998695,
0.61851877,-6.5368657,-3.0998695,
0.632576,-6.557952,-3.1771843,
0.6044615,-6.5438943,-3.092841,
0.57634705,-6.501723,-3.0998695,
0.57634705,-6.51578,-3.1350126,
0.5974329,-6.494694,-3.0787835,
0.5904043,-6.529837,-3.1420412,
0.6044615,-6.494694,-3.1139266,
0.58337563,-6.51578,-3.127984,
0.61149013,-6.51578,-3.0998695,
0.5974329,-6.51578,-3.0998695,
0.5974329,-6.5228086,-3.1350126,
0.5904043,-6.4525223,-3.0998695,
0.61149013,-6.501723,-3.0998695,
0.58337563,-6.51578,-3.1209555,
0.58337563,-6.529837,-3.0998695,
0.5904043,-6.5368657,-3.1209555,
0.6044615,-6.557952,-3.106898,
0.57634705,-6.5438943,-3.0998695,
0.5904043,-6.557952,-3.1420412,
0.5974329,-6.557952,-3.0998695,
0.6044615,-6.529837,-3.1350126,
0.632576,-6.473608,-3.106898,
0.6044615,-6.51578,-3.0998695,
0.6044615,-6.5438943,-3.1209555,
0.61149013,-6.51578,-3.0998695,
0.58337563,-6.5438943,-3.0998695,
0.5622898,-6.5438943,-3.0998695,
0.5904043,-6.5368657,-3.1209555,
0.5693184,-6.51578,-3.0998695,
0.64663327,-6.51578,-3.1420412,
0.5974329,-6.5368657,-3.1139266,
0.632576,-6.529837,-3.106898,
0.57634705,-6.529837,-3.1139266,
0.6044615,-6.4876657,-3.1139266,
0.61149013,-6.5368657,-3.0998695,
0.5904043,-6.5228086,-3.127984,
0.61851877,-6.494694,-3.1209555,
0.5693184,-6.557952,-3.1420412,
0.61851877,-6.51578,-3.0998695,
0.62554735,-6.529837,-3.0998695,
0.6044615,-6.51578,-3.0998695,
0.632576,-6.5438943,-3.127984,
0.5974329,-6.4876657,-3.106898,
0.5974329,-6.5368657,-3.106898,
0.62554735,-6.5509233,-3.1350126,
0.6044615,-6.51578,-3.106898,
0.58337563,-6.51578,-3.0998695,
0.632576,-6.5790377,-3.1209555,
0.5622898,-6.51578,-3.1139266,
0.6044615,-6.5228086,-3.1350126,
0.632576,-6.5228086,-3.1139266,
0.5904043,-6.529837,-3.0998695,
0.61149013,-6.51578,-3.0998695,
0.57634705,-6.4876657,-3.1209555,
0.5904043,-6.51578,-3.0998695,
0.5693184,-6.557952,-3.1420412,
0.5974329,-6.494694,-3.0998695,
0.5904043,-6.5368657,-3.1139266,
0.632576,-6.5368657,-3.0998695,
0.61149013,-6.529837,-3.0998695,
0.632576,-6.494694,-3.1420412,
0.61149013,-6.51578,-3.0998695,
0.5974329,-6.51578,-3.1209555,
0.61149013,-6.51578,-3.1209555,
0.58337563,-6.5228086,-3.14907,
0.5974329,-6.5368657,-3.1209555,
0.5693184,-6.5368657,-3.1209555,
0.5974329,-6.529837,-3.0998695,
0.61149013,-6.5368657,-3.1420412,
0.57634705,-6.51578,-3.092841,
0.632576,-6.529837,-3.1209555,
0.61851877,-6.5438943,-3.127984,
0.5974329,-6.51578,-3.14907,
0.58337563,-6.5509233,-3.0998695,
0.5974329,-6.5438943,-3.0998695,
0.5974329,-6.557952,-3.127984,
0.6044615,-6.5368657,-3.1209555,
0.61851877,-6.5368657,-3.1560986,
0.5904043,-6.529837,-3.106898,
0.61851877,-6.5228086,-3.0998695,
0.62554735,-6.51578,-3.106898,
0.61851877,-6.557952,-3.0998695,
0.5974329,-6.51578,-3.0998695,
0.6044615,-6.51578,-3.106898,
0.57634705,-6.51578,-3.1139266,
0.5974329,-6.5509233,-3.127984,
0.5904043,-6.51578,-3.0998695,
0.61851877,-6.5438943,-3.0998695,
0.6044615,-6.51578,-3.0998695,
0.61149013,-6.51578,-3.0998695,
0.6606905,-6.51578,-3.0998695,
0.5904043,-6.4806366,-3.106898,
0.62554735,-6.4876657,-3.0998695,
0.632576,-6.51578,-3.1209555,
0.61149013,-6.5438943,-3.0998695,
0.5904043,-6.5087514,-3.1350126,
0.57634705,-6.5438943,-3.1209555,
0.58337563,-6.5368657,-3.1420412,
0.632576,-6.5649805,-3.1139266,
0.58337563,-6.51578,-3.0998695,
0.632576,-6.557952,-3.1139266,
0.5904043,-6.557952,-3.0998695,
0.61149013,-6.51578,-3.1209555,
0.5904043,-6.557952,-3.1631272,
0.57634705,-6.494694,-3.106898,
0.62554735,-6.5509233,-3.106898,
0.61149013,-6.529837,-3.1209555,
0.6044615,-6.5509233,-3.1350126,
0.632576,-6.5438943,-3.1139266,
0.61149013,-6.5438943,-3.1209555,
0.6044615,-6.51578,-3.106898,
0.5904043,-6.5509233,-3.127984,
0.6044615,-6.501723,-3.127984,
0.632576,-6.494694,-3.1139266,
0.6044615,-6.5509233,-3.0998695,
0.5974329,-6.5368657,-3.0998695,
0.61149013,-6.5368657,-3.0998695,
0.6044615,-6.5438943,-3.1209555,
0.5904043,-6.5438943,-3.1139266,
0.5693184,-6.51578,-3.0998695,
0.61149013,-6.51578,-3.1139266,
0.5693184,-6.501723,-3.0998695,
0.5904043,-6.494694,-3.0998695,
0.5904043,-6.5228086,-3.1420412,
0.61149013,-6.51578,-3.1209555,
0.5622898,-6.5509233,-3.0998695,
0.61149013,-6.51578,-3.1209555,
0.61149013,-6.51578,-3.0998695,
0.58337563,-6.51578,-3.1350126,
0.5693184,-6.4876657,-3.1560986,
0.5904043,-6.5368657,-3.0998695,
0.5904043,-6.5087514,-3.0858123,
0.632576,-6.5438943,-3.071755,
0.61149013,-6.473608,-3.1139266,
0.6396046,-6.51578,-3.127984,
0.5974329,-6.5438943,-3.1631272,
0.61149013,-6.5368657,-3.1420412,
0.61149013,-6.501723,-3.127984,
0.62554735,-6.4665794,-3.127984,
0.5693184,-6.501723,-3.1209555,
0.632576,-6.51578,-3.1139266,
0.632576,-6.51578,-3.0998695,
0.5904043,-6.51578,-3.127984,
0.6044615,-6.51578,-3.0998695,
0.5904043,-6.51578,-3.071755,
0.6255474,-6.4806366,-3.0998695,
0.6044615,-6.4806366,-3.14907,
0.5974329,-6.5228086,-3.0998695,
0.5974329,-6.5368657,-3.0998695,
0.61851877,-6.51578,-3.0998695,
0.58337563,-6.501723,-3.1420412,
0.5904043,-6.5087514,-3.1139266,
0.5904043,-6.5368657,-3.1209555,
0.61149013,-6.5228086,-3.127984,
0.61149013,-6.501723,-3.0998695,
0.5974329,-6.4806366,-3.14907,
0.61149013,-6.51578,-3.0998695,
0.58337563,-6.51578,-3.0998695,
0.632576,-6.51578,-3.1420412,
0.6536619,-6.494694,-3.1631272,
0.5904043,-6.51578,-3.092841,
0.64663327,-6.51578,-3.0998695,
0.6255474,-6.5087514,-3.1350126,
0.61149013,-6.5368657,-3.0998695,
0.62554735,-6.51578,-3.106898,
0.5904043,-6.51578,-3.1350126,
0.6044615,-6.5228086,-3.1139266,
0.6044615,-6.5438943,-3.0998695,
0.61149013,-6.5368657,-3.1209555,
0.61851877,-6.5438943,-3.1209555,
0.5693184,-6.51578,-3.127984,
0.61149013,-6.51578,-3.1209555,
0.6044615,-6.51578,-3.1350126,
0.632576,-6.51578,-3.1209555,
0.632576,-6.51578,-3.0998695,
0.5904043,-6.473608,-3.1209555,
0.632576,-6.5438943,-3.1209555,
0.632576,-6.5368657,-3.1209555,
0.6044615,-6.5368657,-3.1209555,
0.58337563,-6.51578,-3.127984,
0.5974329,-6.51578,-3.1350126,
0.61149013,-6.529837,-3.127984,
0.62554735,-6.5368657,-3.106898,
0.61851877,-6.51578,-3.106898,
0.61149013,-6.494694,-3.1209555,
0.61149013,-6.529837,-3.1420412,
0.632576,-6.4876657,-3.106898,
0.61149013,-6.51578,-3.1139266,
0.58337563,-6.51578,-3.1350126,
0.5974329,-6.51578,-3.184213,
0.5974329,-6.4876657,-3.1631272,
0.61851877,-6.51578,-3.1912415,
0.5904043,-6.494694,-3.1631272,
0.61149013,-6.5368657,-3.1631272,
0.5974329,-6.4806366,-3.1701558,
0.58337563,-6.51578,-3.1631272,
0.61149013,-6.473608,-3.1701558,
0.6044615,-6.473608,-3.1701558,
0.5693184,-6.501723,-3.1771843,
0.5693184,-6.4525223,-3.14907,
0.5693184,-6.4665794,-3.1350126,
0.5693184,-6.494694,-3.1631272,
0.5693184,-6.51578,-3.1560986,
0.5974329,-6.51578,-3.1631272,
0.6044615,-6.4665794,-3.1912415,
0.61149013,-6.473608,-3.1560986,
0.5693184,-6.494694,-3.1631272,
0.5904043,-6.494694,-3.1631272,
0.57634705,-6.494694,-3.14907,
0.5622898,-6.4876657,-3.1631272,
0.58337563,-6.501723,-3.14907,
0.5904043,-6.51578,-3.14907,
0.61149013,-6.51578,-3.1631272,
0.5693184,-6.4876657,-3.1982703,
0.5974329,-6.4876657,-3.1631272,
0.5693184,-6.473608,-3.184213,
0.5974329,-6.51578,-3.184213,
0.61851877,-6.5087514,-3.1701558,
0.5974329,-6.5368657,-3.1631272,
0.61149013,-6.5228086,-3.1771843,
0.5974329,-6.494694,-3.1701558,
0.6044615,-6.4876657,-3.1631272,
0.5693184,-6.494694,-3.1631272,
0.5904043,-6.51578,-3.1209555,
0.5974329,-6.51578,-3.19827,
0.58337563,-6.4806366,-3.1420412,
0.61149013,-6.51578,-3.1420412,
0.57634705,-6.5368657,-3.1631272,
0.5904043,-6.5087514,-3.1631272,
0.61149013,-6.4806366,-3.205299,
0.58337563,-6.5438943,-3.1631272,
0.58337563,-6.4525223,-3.1631272,
0.5904043,-6.51578,-3.1631272,
0.5904043,-6.51578,-3.1631272,
0.5693184,-6.494694,-3.184213,
0.5974329,-6.51578,-3.1350126,
0.5904043,-6.51578,-3.1631272,
0.6044615,-6.501723,-3.1631272,
0.58337563,-6.473608,-3.1350126,
0.61149013,-6.5368657,-3.1631272,
0.54823256,-6.5368657,-3.184213,
0.5693184,-6.51578,-3.1631272,
0.6044615,-6.438465,-3.1631272,
0.61851877,-6.5438943,-3.1771843,
0.5974329,-6.494694,-3.14907,
0.5904043,-6.51578,-3.184213,
0.5693184,-6.494694,-3.1771843,
0.5904043,-6.51578,-3.1631272,
0.61851877,-6.4454937,-3.1771843,
0.5622898,-6.494694,-3.1631272,
0.5693184,-6.4665794,-3.1420412,
0.5974329,-6.51578,-3.1631272,
0.5904043,-6.501723,-3.205299,
0.61851877,-6.501723,-3.184213,
0.57634705,-6.494694,-3.14907,
0.5904043,-6.473608,-3.1631272,
0.58337563,-6.51578,-3.1631272,
0.5974329,-6.5438943,-3.1631272,
0.57634705,-6.494694,-3.1771843,
0.5904043,-6.473608,-3.1420412,
0.5693184,-6.494694,-3.184213,
0.61851877,-6.4876657,-3.1631272,
0.54823256,-6.4876657,-3.205299,
0.6044615,-6.51578,-3.1631272,
0.5693184,-6.5087514,-3.1560986,
0.61149013,-6.5368657,-3.1631272,
0.61851877,-6.529837,-3.1631272,
0.55526114,-6.51578,-3.1420412,
0.57634705,-6.501723,-3.1701558,
0.57634705,-6.5087514,-3.1912415,
0.58337563,-6.51578,-3.1982703,
0.5904043,-6.494694,-3.1631272,
0.57634705,-6.473608,-3.1350126,
0.57634705,-6.5087514,-3.184213,
0.5693184,-6.51578,-3.1420412,
0.58337563,-6.51578,-3.1631272,
0.61149013,-6.494694,-3.1701558,
0.5904043,-6.501723,-3.1771843,
0.57634705,-6.529837,-3.1420412,
0.58337563,-6.51578,-3.1420412,
0.632576,-6.557952,-3.1631272,
0.55526114,-6.494694,-3.1560986,
0.5693184,-6.501723,-3.1912415,
0.5904043,-6.51578,-3.1420412,
0.5622898,-6.5087514,-3.1631272,
0.57634705,-6.51578,-3.1420412,
0.5693184,-6.51578,-3.205299,
0.62554735,-6.473608,-3.1350126,
0.55526114,-6.501723,-3.1420412,
0.5693184,-6.51578,-3.184213,
0.58337563,-6.5087514,-3.1490698,
0.61851877,-6.5087514,-3.1701558,
0.61149013,-6.51578,-3.1631272,
0.57634705,-6.5087514,-3.1631272,
0.5974329,-6.494694,-3.1631272,
0.5904043,-6.494694,-3.1771843,
0.5693184,-6.51578,-3.14907,
0.5904043,-6.4876657,-3.184213,
0.5693184,-6.494694,-3.1631272,
0.5904043,-6.5368657,-3.1209555,
0.58337563,-6.51578,-3.1350126,
0.5693184,-6.51578,-3.1912415,
0.5693184,-6.501723,-3.1631272,
0.58337563,-6.4665794,-3.1701558,
0.5341753,-6.494694,-3.1631272,
0.58337563,-6.4806366,-3.1701558,
0.61149013,-6.494694,-3.1420412,
0.5904043,-6.51578,-3.1420412,
0.5693184,-6.4876657,-3.1982703,
0.5904043,-6.494694,-3.1631272,
0.5904043,-6.494694,-3.1771843,
0.5693184,-6.51578,-3.1631272,
0.62554735,-6.5087514,-3.1631272,
0.5693184,-6.51578,-3.1631272,
0.632576,-6.501723,-3.1631272,
0.61149013,-6.529837,-3.184213,
0.5693184,-6.4876657,-3.1912415,
0.6044615,-6.501723,-3.1631272,
0.5693184,-6.4876657,-3.1701558,
0.5974329,-6.51578,-3.1912415,
0.632576,-6.494694,-3.205299,
0.5974329,-6.5087514,-3.1420412,
0.62554735,-6.5228086,-3.205299,
0.5693184,-6.5649805,-3.1350126,
0.5904043,-6.494694,-3.205299,
0.5693184,-6.5438943,-3.1420412,
0.6044615,-6.501723,-3.1350126,
0.58337563,-6.501723,-3.1771843,
0.5693184,-6.5228086,-3.1631272,
0.5904043,-6.529837,-3.1771843,
0.61149013,-6.494694,-3.184213,
0.5622898,-6.51578,-3.14907,
0.58337563,-6.51578,-3.1631272,
0.5693184,-6.51578,-3.184213,
0.58337563,-6.51578,-3.1771843,
0.5904043,-6.51578,-3.184213,
0.57634705,-6.529837,-3.1631272,
0.58337563,-6.5368657,-3.1350126,
0.5974329,-6.501723,-3.1771843,
0.5904043,-6.494694,-3.1631272,
0.5693184,-6.51578,-3.1631272,
0.5974329,-6.473608,-3.1912415,
0.6044615,-6.494694,-3.1490698,
0.5693184,-6.4876657,-3.1631272,
0.5974329,-6.4806366,-3.1631272,
0.62554735,-6.5087514,-3.127984,
0.5693184,-6.494694,-3.219356,
0.5693184,-6.4876657,-3.1912415,
0.61851877,-6.501723,-3.1350126,
0.6044615,-6.4806366,-3.184213,
0.5693184,-6.494694,-3.1912415,
0.5904043,-6.5087514,-3.1560984,
0.6044615,-6.4665794,-3.1631272,
0.5693184,-6.5368657,-3.14907,
0.5974329,-6.4665794,-3.1631272,
0.632576,-6.51578,-3.1631272,
0.5622898,-6.4806366,-3.1560986,
0.5693184,-6.51578,-3.205299,
0.5693184,-6.51578,-3.1631272,
0.54823256,-6.501723,-3.1912415,
0.5974329,-6.51578,-3.1771843,
0.61149013,-6.51578,-3.1139266,
0.58337563,-6.51578,-3.1631272,
0.6044615,-6.4806366,-3.1631272,
0.632576,-6.4665794,-3.184213,
0.61149013,-6.51578,-3.184213,
0.57634705,-6.494694,-3.127984,
0.5904043,-6.494694,-3.184213,
0.5904043,-6.51578,-3.1631272,
0.6044615,-6.4806366,-3.1631272,
0.57634705,-6.5087514,-3.127984,
0.5904043,-6.4876657,-3.14907,
0.61149013,-6.501723,-3.1631272,
0.5693184,-6.473608,-3.1771843,
0.5904043,-6.494694,-3.1420412,
0.6044615,-6.494694,-3.205299,
0.61149013,-6.4876657,-3.1631272,
0.5974329,-6.4876657,-3.1631272,
0.632576,-6.494694,-3.1912415,
0.61149013,-6.4525223,-3.1631272,
0.5904043,-6.51578,-3.1631272,
0.5904043,-6.473608,-3.1912415,
0.5693184,-6.501723,-3.184213,
0.58337563,-6.51578,-3.184213,
0.5904043,-6.494694,-3.184213,
0.5693184,-6.4876657,-3.1771843,
0.6044615,-6.473608,-3.1701558,
0.61851877,-6.5228086,-3.1350126,
0.61149013,-6.473608,-3.184213,
0.61851877,-6.4806366,-3.1631272,
0.5693184,-6.51578,-3.1912415,
0.58337563,-6.4525223,-3.1631272,
0.5693184,-6.501723,-3.1631272,
0.5693184,-6.51578,-3.1631272,
0.5622898,-6.4876657,-3.1420412,
0.5904043,-6.5368657,-3.14907,
0.58337563,-6.51578,-3.1631272,
0.57634705,-6.5087514,-3.1912415,
0.576347,-6.501723,-3.19827,
0.5693184,-6.4876657,-3.1701558,
0.5904043,-6.4876657,-3.1631272,
0.632576,-6.494694,-3.1631272,
0.5412039,-6.4876657,-3.1350126,
0.58337563,-6.529837,-3.1631272,
0.61149013,-6.51578,-3.1631272,
0.61149013,-6.51578,-3.184213,
0.6044615,-6.5228086,-3.1701558,
0.6044615,-6.51578,-3.1631272,
0.61149013,-6.51578,-3.1771843,
0.5904043,-6.51578,-3.1420412,
0.5974329,-6.501723,-3.1771843,
0.57634705,-6.494694,-3.1701558,
0.5693184,-6.473608,-3.205299,
0.55526114,-6.51578,-3.1771843,
0.5693184,-6.494694,-3.1771843,
0.61149013,-6.501723,-3.1631272,
0.5412039,-6.473608,-3.1631272,
0.5693184,-6.4806366,-3.1631272,
0.61851877,-6.5368657,-3.1631272,
0.5693184,-6.529837,-3.1631272,
0.5904043,-6.4876657,-3.1631272,
0.5904043,-6.4525223,-3.1631272,
0.5974329,-6.501723,-3.1631272,
0.58337563,-6.4876657,-3.1209555,
0.5904043,-6.557952,-3.184213,
0.58337563,-6.4806366,-3.1631272,
0.5904043,-6.51578,-3.1912415,
0.5974329,-6.4806366,-3.1771843,
0.5693184,-6.51578,-3.1420412,
0.6044615,-6.473608,-3.14907,
0.57634705,-6.5368657,-3.1420412,
0.5693184,-6.51578,-3.1771843,
0.61149013,-6.494694,-3.1631272,
0.5904043,-6.51578,-3.184213,
0.5904043,-6.5438943,-3.1771843,
0.5974329,-6.4665794,-3.1631272,
0.5693184,-6.494694,-3.1420412,
0.5974329,-6.51578,-3.1631272,
0.5974329,-6.5368657,-3.1912415,
0.61851877,-6.473608,-3.1631272,
0.5974329,-6.4876657,-3.2123275,
0.61149013,-6.51578,-3.1631272,
0.5974329,-6.51578,-3.1771843,
0.5693184,-6.473608,-3.1631272,
0.58337563,-6.4665794,-3.1771843,
0.54823256,-6.4876657,-3.1350126,
0.54823256,-6.4806366,-3.1771843,
0.5974329,-6.5087514,-3.184213,
0.61851877,-6.494694,-3.1631272,
0.5974329,-6.473608,-3.1701558,
0.57634705,-6.501723,-3.1631272,
0.58337563,-6.529837,-3.205299,
0.5622898,-6.51578,-3.1631272,
0.5974329,-6.4665794,-3.14907,
0.61149013,-6.51578,-3.1631272,
0.55526114,-6.51578,-3.1490698,
0.58337563,-6.4876657,-3.14907,
0.6044615,-6.4876657,-3.1631272,
0.54823256,-6.51578,-3.1420412,
0.58337563,-6.51578,-3.184213,
0.6044615,-6.51578,-3.1631272,
0.5974329,-6.5087514,-3.1420412,
0.6044615,-6.4806366,-3.184213,
0.632576,-6.51578,-3.1631272,
0.5693184,-6.473608,-3.1771843,
0.62554735,-6.529837,-3.184213,
0.58337563,-6.501723,-3.1631272,
0.58337563,-6.557952,-3.1771843,
0.57634705,-6.501723,-3.1631272,
0.632576,-6.51578,-3.1631272,
0.55526114,-6.501723,-3.1771843,
0.61149013,-6.494694,-3.184213,
0.61851877,-6.51578,-3.184213,
0.61851877,-6.494694,-3.1771843,
0.5904043,-6.473608,-3.184213,
0.5904043,-6.51578,-3.14907,
0.5693184,-6.51578,-3.1631272,
0.5693184,-6.51578,-3.1631272,
0.5693184,-6.494694,-3.1771843,
0.58337563,-6.51578,-3.184213,
0.5693184,-6.494694,-3.1701558,
0.5974329,-6.51578,-3.1771843,
0.5693184,-6.4876657,-3.1631272,
0.5693184,-6.494694,-3.1631272,
0.61149013,-6.51578,-3.1912415,
0.5904043,-6.51578,-3.184213,
0.5974329,-6.4665794,-3.1350126,
0.5693184,-6.494694,-3.1420412,
0.632576,-6.494694,-3.1631272,
0.58337563,-6.5368657,-3.1560986,
0.632576,-6.494694,-3.1631272,
0.5904043,-6.494694,-3.1982703,
0.6044615,-6.51578,-3.1490698,
0.5904043,-6.501723,-3.1631272,
0.57634705,-6.51578,-3.1912415,
0.5974329,-6.5087514,-3.1771843,
0.5974329,-6.494694,-3.1982703,
0.5693184,-6.501723,-3.1631272,
0.6044615,-6.5228086,-3.1771843,
0.61851877,-6.4806366,-3.1631272,
0.61149013,-6.494694,-3.1631272,
0.5693184,-6.5438943,-3.1701558,
0.5693184,-6.494694,-3.1560986,
0.58337563,-6.51578,-3.1420412,
0.6044615,-6.501723,-3.1631272,
0.5693184,-6.51578,-3.1420412,
0.5693184,-6.51578,-3.1631272,
0.5693184,-6.5228086,-3.1631272,
0.5693184,-6.51578,-3.1912415,
0.58337563,-6.4876657,-3.1771843,
0.5904043,-6.51578,-3.1631272,
0.5974329,-6.494694,-3.184213,
0.5693184,-6.51578,-3.1420412,
0.5693184,-6.4665794,-3.1912415,
0.54823256,-6.5087514,-3.1912415,
0.5693184,-6.51578,-3.1701558,
0.5904043,-6.51578,-3.1631272,
0.57634705,-6.51578,-3.1771843,
0.5693184,-6.501723,-3.127984,
0.5904043,-6.51578,-3.1701558,
0.5693184,-6.51578,-3.1631272,
0.6044615,-6.494694,-3.1631272,
0.5693184,-6.51578,-3.1490698,
0.5904043,-6.5368657,-3.184213,
0.57634705,-6.5228086,-3.1912415,
0.5974329,-6.4806366,-3.1560986,
0.58337563,-6.51578,-3.1420412,
0.57634705,-6.494694,-3.1631272,
0.5904043,-6.4876657,-3.1912415,
0.5693184,-6.51578,-3.1631272,
0.576347,-6.51578,-3.1490698,
0.5693184,-6.494694,-3.1420412,
0.55526114,-6.51578,-3.1420412,
0.55526114,-6.529837,-3.1912415,
0.5693184,-6.494694,-3.1631272,
0.5904043,-6.557952,-3.1420412,
0.5974329,-6.4665794,-3.1982703,
0.5693184,-6.51578,-3.1912415,
0.5693184,-6.4525223,-3.1631272,
0.5622898,-6.501723,-3.1420412,
0.58337563,-6.4806366,-3.1631272,
0.632576,-6.494694,-3.1631272,
0.6044615,-6.501723,-3.1631272,
0.61149013,-6.473608,-3.1631272,
0.57634705,-6.501723,-3.1209555,
0.61149013,-6.51578,-3.1631272,
0.5974329,-6.5438943,-3.127984,
0.5693184,-6.4665794,-3.1631272,
0.5622898,-6.4876657,-3.1631272,
0.5693184,-6.51578,-3.1631272,
0.6044615,-6.51578,-3.1420412,
0.5693184,-6.501723,-3.1631272,
0.5974329,-6.529837,-3.1631272,
0.61851877,-6.5087514,-3.1631272,
0.632576,-6.501723,-3.1631272,
0.632576,-6.494694,-3.1631272,
0.6044615,-6.5087514,-3.1631272,
0.61149013,-6.494694,-3.184213,
0.61149013,-6.5509233,-3.184213,
0.6044615,-6.529837,-3.184213,
0.61851877,-6.4876657,-3.2123275,
0.61851877,-6.494694,-3.1209555,
0.57634705,-6.473608,-3.1912415,
0.5904043,-6.5368657,-3.1701558,
0.54823256,-6.51578,-3.184213,
0.61149013,-6.51578,-3.184213,
0.61149013,-6.51578,-3.1631272,
0.61149013,-6.4876657,-3.1631272,
0.58337563,-6.51578,-3.1631272,
0.5974329,-6.4876657,-3.14907,
0.5693184,-6.5509233,-3.1420412,
0.58337563,-6.4806366,-3.14907,
0.5974329,-6.501723,-3.1560986,
0.632576,-6.5438943,-3.1560986,
0.5904043,-6.473608,-3.1420412,
0.5904043,-6.51578,-3.1631272,
0.61149013,-6.473608,-3.184213,
0.5974329,-6.5087514,-3.1701558,
0.58337563,-6.4876657,-3.1139266,
0.55526114,-6.4806366,-3.1631272,
0.5693184,-6.51578,-3.1631272,
0.5904043,-6.4876657,-3.1631272,
0.5693184,-6.51578,-3.1420412,
0.5693184,-6.51578,-3.184213,
0.5904043,-6.494694,-3.1631272,
0.54823256,-6.4665794,-3.205299,
0.55526114,-6.529837,-3.1701558,
0.61149013,-6.494694,-3.1631272,
0.58337563,-6.494694,-3.1771843,
0.5693184,-6.51578,-3.14907,
0.632576,-6.494694,-3.1631272,
0.61149013,-6.51578,-3.1771843,
0.5693184,-6.51578,-3.184213,
0.6044615,-6.51578,-3.1420412,
0.61149013,-6.5087514,-3.1350126,
0.61149013,-6.501723,-3.205299,
0.5904043,-6.473608,-3.184213,
0.5974329,-6.501723,-3.1982703,
0.632576,-6.5087514,-3.2123275,
0.632576,-6.529837,-3.1560986,
0.62554735,-6.494694,-3.106898,
0.61851877,-6.5228086,-3.1350126,
0.5974329,-6.4876657,-3.1631272,
0.576347,-6.51578,-3.1631272,
0.57634705,-6.4876657,-3.184213,
0.61851877,-6.51578,-3.1631272,
0.5904043,-6.494694,-3.1420412,
0.61149013,-6.51578,-3.1560986,
0.54823256,-6.4665794,-3.1631272,
0.5904043,-6.5087514,-3.1631272,
0.5904043,-6.5509233,-3.1420412,
0.6044615,-6.5087514,-3.205299,
0.5693184,-6.501723,-3.1631272,
0.55526114,-6.4876657,-3.1631272,
0.58337563,-6.5087514,-3.1560986,
0.55526114,-6.51578,-3.205299,
0.58337563,-6.494694,-3.184213,
0.55526114,-6.4876657,-3.1420412,
0.61149013,-6.473608,-3.1631272,
0.5693184,-6.4876657,-3.2123275,
0.6044615,-6.4806366,-3.1771843,
0.5693184,-6.4876657,-3.184213,
0.54823256,-6.494694,-3.1631272,
0.6044615,-6.51578,-3.1912415,
0.54823256,-6.473608,-3.1771843,
0.5693184,-6.494694,-3.1420412,
0.5904043,-6.473608,-3.184213,
0.61851877,-6.5087514,-3.1631272,
0.58337563,-6.501723,-3.1631272,
0.5974329,-6.5087514,-3.1771843,
0.58337563,-6.4806366,-3.1771843,
0.5622898,-6.4665794,-3.1560984,
0.57634705,-6.51578,-3.1420412,
0.6044615,-6.51578,-3.1631272,
0.632576,-6.5087514,-3.1631272,
0.61149013,-6.4876657,-3.1631272,
0.5693184,-6.4876657,-3.14907,
0.6044615,-6.501723,-3.1350126,
0.58337563,-6.5438943,-3.19827,
0.5693184,-6.4876657,-3.1631272,
0.5904043,-6.5087514,-3.184213,
0.58337563,-6.51578,-3.1631272,
0.5693184,-6.4806366,-3.184213,
0.5904043,-6.4665794,-3.1631272,
0.632576,-6.4525223,-3.1631272,
0.58337563,-6.473608,-3.1912415,
0.6044615,-6.529837,-3.1560986,
